emp_no,first_name,last_name,title,dept_name,from_date,to_date
244308,Mokhtar,Rebaine,Senior Staff,Marketing,1991-07-23,9999-01-01
244605,Masoud,Suwa,Senior Staff,Finance,1998-10-10,9999-01-01
244624,Boaz,Seuren,Senior Staff,Research,1987-03-27,9999-01-01
244711,Rosli,Butner,Assistant Engineer,Production,1991-03-20,9999-01-01
244714,Poorav,Clouatre,Senior Engineer,Production,1996-05-06,9999-01-01
244820,Shigenori,Hertweck,Engineer,Development,1987-04-13,9999-01-01
244873,Arunachalam,Oppitz,Senior Staff,Sales,1986-05-20,9999-01-01
245164,Filipp,Winter,Engineer,Production,1996-10-24,9999-01-01
245396,Gift,Bottner,Senior Staff,Human Resources,1995-03-04,9999-01-01
245664,Manohar,Kilgore,Staff,Sales,1998-11-17,9999-01-01
246146,Zhongwei,Melski,Engineer,Quality Management,1987-09-04,9999-01-01
246244,George,Casperson,Staff,Human Resources,2000-01-20,9999-01-01
246364,Alper,Tiemann,Engineer,Development,1998-10-29,9999-01-01
246764,Shuzo,Czaja,Staff,Sales,1997-11-29,9999-01-01
246798,Tianruo,Strooper,Senior Staff,Marketing,2001-12-07,9999-01-01
246902,Shih,Shanbhogue,Staff,Human Resources,1998-04-19,9999-01-01
247089,Seongbae,Schahn,Senior Staff,Sales,1992-12-10,9999-01-01
247122,Xiaobin,Narlikar,Senior Staff,Human Resources,1992-02-14,9999-01-01
247447,Tzu,Bakhtari,Engineer,Production,1994-03-18,9999-01-01
247456,Masako,Bahk,Engineer,Production,1997-07-31,9999-01-01
247612,Chiranjit,Constantine,Engineer,Development,1997-05-25,9999-01-01
247875,Xiong,Anick,Senior Staff,Marketing,1991-04-23,9999-01-01
247888,Abdelghani,Lagarias,Engineer,Quality Management,1985-09-06,9999-01-01
248256,Sajjan,Falby,Staff,Sales,1996-08-29,9999-01-01
248351,Jaana,Milicia,Senior Staff,Marketing,1985-06-02,9999-01-01
248758,Snehasis,Muhlberg,Senior Staff,Customer Service,1994-12-25,9999-01-01
248953,Percy,Sudbeck,Assistant Engineer,Production,1996-08-29,9999-01-01
249239,Hideyuki,Decleir,Senior Engineer,Development,1994-05-04,9999-01-01
249325,Ute,Pokrovskii,Staff,Sales,1997-06-09,9999-01-01
249433,Ayonca,Matzov,Engineer,Production,1988-06-03,9999-01-01
249504,Dmitry,Velardi,Engineer,Research,1995-10-20,9999-01-01
249780,Nechama,Gaughan,Assistant Engineer,Customer Service,1993-07-09,9999-01-01
249799,Jolita,Neimat,Engineer,Development,1993-12-27,9999-01-01
249866,Steen,Gubsky,Senior Staff,Sales,1989-01-14,9999-01-01
249969,Georgi,Luiz,Engineer,Production,1991-06-10,9999-01-01
250411,Ranga,Sommen,Senior Staff,Sales,1989-01-20,9999-01-01
250452,Alexius,Plavsic,Senior Engineer,Development,2000-01-17,9999-01-01
250748,Kish,Turnbull,Engineer,Development,1987-02-10,9999-01-01
251166,Hinrich,Hooghiemstra,Senior Staff,Finance,1985-10-05,9999-01-01
251233,Yucel,Bernini,Engineer,Production,1993-02-19,9999-01-01
251301,Pintsang,Impagliazzo,Senior Staff,Sales,1989-05-06,9999-01-01
251341,Divier,Kumaresan,Senior Staff,Human Resources,1992-12-05,9999-01-01
251403,Utpal,DuBourdieux,Technique Leader,Development,1997-11-19,9999-01-01
251437,Shichao,Iwayama,Assistant Engineer,Development,1989-10-17,9999-01-01
251645,Bezalel,Tsunoo,Senior Staff,Sales,1992-06-17,9999-01-01
251680,Moty,Sommen,Senior Engineer,Development,1990-08-14,9999-01-01
251814,Mitsuyuki,Zockler,Technique Leader,Production,1998-09-14,9999-01-01
252185,Chaosheng,Conta,Assistant Engineer,Quality Management,1997-04-14,9999-01-01
252316,Gill,Niizuma,Engineer,Development,1994-10-08,9999-01-01
252392,Sanjeeva,Peron,Engineer,Production,1993-12-26,9999-01-01
253029,Thodoros,Thimonier,Engineer,Quality Management,1995-04-05,9999-01-01
253707,Insup,Hainaut,Staff,Sales,1998-02-11,9999-01-01
253838,Stafford,Terlouw,Assistant Engineer,Production,1999-02-21,9999-01-01
253893,Huiqun,Trystram,Senior Engineer,Production,1993-05-10,9999-01-01
254044,Gunilla,Brendel,Engineer,Quality Management,1992-04-10,9999-01-01
254399,Armond,Lores,Technique Leader,Production,1999-09-16,9999-01-01
254821,Tonny,Couchot,Staff,Sales,1994-12-12,9999-01-01
255466,Huan,Roccetti,Senior Engineer,Production,1985-07-03,9999-01-01
255657,Oldrich,Cyre,Engineer,Development,1985-02-10,9999-01-01
255779,Heejo,Merle,Technique Leader,Production,1997-09-04,9999-01-01
256216,Halsur,Brodal,Engineer,Production,1997-11-22,9999-01-01
256856,Hongzue,Barbanera,Senior Staff,Human Resources,1987-06-17,9999-01-01
256881,Ioana,Jakobus,Engineer,Development,1990-08-10,9999-01-01
256888,Heather,Pehl,Staff,Marketing,1993-09-15,9999-01-01
257062,Stabislas,Pardalos,Engineer,Development,1989-06-21,9999-01-01
257378,Pascal,Bernatsky,Senior Staff,Marketing,1988-09-03,9999-01-01
257469,Anyuan,Hanratty,Senior Staff,Finance,1988-01-06,9999-01-01
257484,Shaowei,Nicolson,Senior Staff,Human Resources,1986-12-07,9999-01-01
258028,Mountaz,Reinhart,Engineer,Research,2001-07-03,9999-01-01
258124,Mariusz,Zolotykh,Senior Staff,Sales,1990-07-28,9999-01-01
258470,Weiwu,Butner,Staff,Sales,1995-02-14,9999-01-01
258643,Przemyslawa,Esposito,Engineer,Development,1992-02-27,9999-01-01
259042,Xiaoqiang,Farrow,Staff,Sales,1997-01-01,9999-01-01
259237,Palash,Gammage,Senior Staff,Customer Service,1987-10-23,9999-01-01
259273,Xiahua,Gomatam,Senior Engineer,Production,1989-12-01,9999-01-01
259611,Shuichi,Marrakchi,Senior Staff,Sales,1990-08-21,9999-01-01
259619,Conal,Magliocco,Senior Staff,Finance,1992-05-09,9999-01-01
259718,Stepehn,Bouloucos,Senior Staff,Development,1993-12-13,9999-01-01
260153,Mingdong,Baar,Technique Leader,Development,1991-10-14,9999-01-01
260249,Vugranam,Beausoleil,Staff,Customer Service,1998-05-14,9999-01-01
260361,Reinhold,Rahier,Engineer,Production,1997-10-09,9999-01-01
260399,Hatem,Birsak,Senior Staff,Finance,1989-04-10,9999-01-01
260408,Sasan,Brookner,Senior Staff,Customer Service,1996-09-03,9999-01-01
260501,Dzung,Pargas,Technique Leader,Development,1990-05-17,9999-01-01
261184,Masako,Kornatzky,Senior Engineer,Production,1987-08-29,9999-01-01
261631,Jianhua,Huttel,Engineer,Development,1998-02-23,9999-01-01
261662,Berni,Assaf,Senior Staff,Finance,1989-09-08,9999-01-01
261737,Mark,Lindqvist,Engineer,Production,1990-11-22,9999-01-01
261986,Gila,Ramsak,Senior Engineer,Development,1997-05-13,9999-01-01
261990,Volkmar,Czaja,Senior Staff,Sales,1992-04-01,9999-01-01
262208,Mrinalini,Holburn,Senior Staff,Sales,1987-05-23,9999-01-01
262210,Chinho,Bottner,Assistant Engineer,Development,1985-07-29,9999-01-01
262328,Mayuko,Vural,Staff,Sales,1997-12-24,9999-01-01
262439,Lorien,Lagarias,Senior Staff,Marketing,1985-10-10,9999-01-01
262636,Tamiya,Reutenauer,Senior Engineer,Production,1992-04-10,9999-01-01
262752,Pramod,Bierman,Engineer,Development,1997-12-12,9999-01-01
262928,Piyush,Gill,Engineer,Quality Management,1995-02-20,9999-01-01
263012,Hideo,Buchter,Staff,Human Resources,1999-05-01,9999-01-01
263186,Danny,Lowrie,Technique Leader,Development,1995-09-13,9999-01-01
263370,Shakhar,Ranze,Staff,Sales,1999-05-29,9999-01-01
263439,Atreye,Kabayashi,Senior Engineer,Development,1986-12-15,9999-01-01
263645,Mingsen,Lally,Senior Engineer,Development,1990-12-04,9999-01-01
263649,Mechthild,Zongker,Senior Staff,Sales,1993-07-26,9999-01-01
263926,Fusako,Schwartzbauer,Senior Staff,Sales,1985-04-07,9999-01-01
264030,Zdislav,Solares,Assistant Engineer,Production,1990-12-14,9999-01-01
264167,Baoqiu,Tomescu,Senior Engineer,Development,1996-05-01,9999-01-01
264322,Leandro,Swist,Senior Staff,Sales,1991-01-06,9999-01-01
264626,Noritoshi,Bakhtari,Senior Staff,Marketing,1993-02-03,9999-01-01
264939,Bogdan,Bahi,Engineer,Production,1999-02-13,9999-01-01
265039,Navid,Staudhammer,Senior Staff,Finance,1992-10-18,9999-01-01
265521,Kensei,Salverda,Engineer,Production,1993-05-25,9999-01-01
265558,Susuma,Kleiser,Senior Staff,Sales,1987-08-02,9999-01-01
265794,Miquel,Halloran,Senior Staff,Sales,1994-01-14,9999-01-01
265875,Fan,Marsiglia,Engineer,Production,1989-09-03,9999-01-01
266206,Zsolt,Anily,Senior Staff,Marketing,1985-08-19,9999-01-01
266249,Sumant,Nishimukai,Senior Staff,Sales,1991-03-28,9999-01-01
266310,Zvonko,Serdy,Senior Staff,Research,1987-06-24,9999-01-01
266644,Anwar,Gubsky,Senior Staff,Finance,1993-08-09,9999-01-01
266862,Mart,Plumb,Senior Staff,Research,1986-04-21,9999-01-01
266881,Mokhtar,Sabnani,Senior Staff,Marketing,1997-02-04,9999-01-01
267059,Moie,Tempesti,Senior Staff,Customer Service,1991-06-29,9999-01-01
267227,Susuma,Tagansky,Engineer,Production,1995-01-22,9999-01-01
267304,Jordanka,Axelband,Senior Staff,Sales,1994-06-27,9999-01-01
267667,Irena,Kaiserswerth,Senior Staff,Sales,1987-09-05,9999-01-01
268043,Narain,Mikschl,Engineer,Development,1997-11-02,9999-01-01
268191,LiMin,Teitelbaum,Engineer,Production,1990-11-01,9999-01-01
269728,Naftali,Kragelund,Senior Staff,Marketing,1987-05-16,9999-01-01
270084,Ulises,Frolund,Senior Staff,Marketing,1986-07-26,9999-01-01
270716,Shunichi,Baer,Staff,Sales,1998-02-04,9999-01-01
270794,Dannz,Zhang,Senior Staff,Marketing,1991-06-26,9999-01-01
271106,Taisook,Kampfer,Engineer,Production,1997-11-30,9999-01-01
271219,Odoardo,Tyugu,Engineer,Production,1994-11-07,9999-01-01
272141,Tsutomu,Neiman,Senior Staff,Development,1996-07-31,9999-01-01
272285,Gully,Mitchem,Senior Staff,Customer Service,1986-01-22,9999-01-01
272316,Surveyors,Muhling,Engineer,Production,1999-07-19,9999-01-01
272452,Mitsuyuki,Isard,Engineer,Research,2002-02-27,9999-01-01
272599,Holgard,Hegner,Senior Staff,Marketing,1993-07-15,9999-01-01
272860,Minghong,Candan,Assistant Engineer,Production,1994-02-10,9999-01-01
273159,Divine,Hofmeyr,Technique Leader,Development,1989-04-14,9999-01-01
273286,Brigham,Asmuth,Engineer,Development,1989-01-23,9999-01-01
273396,Wayne,Baba,Engineer,Development,1998-03-07,9999-01-01
273806,Hongzhu,Beetstra,Senior Staff,Customer Service,1997-08-18,9999-01-01
273858,Gunilla,Matzen,Senior Staff,Sales,1990-12-28,9999-01-01
274071,Mingsen,Weiland,Staff,Human Resources,1995-10-12,9999-01-01
274271,Prodip,Ritcey,Senior Staff,Sales,1986-09-10,9999-01-01
274369,Ranga,Waymire,Senior Staff,Research,1997-01-27,9999-01-01
274813,Yefim,Pettey,Senior Staff,Sales,1993-08-07,9999-01-01
275158,Satyanarayana,Brandsma,Engineer,Development,1999-12-08,9999-01-01
275263,Vojin,Laventhal,Engineer,Development,1991-10-18,9999-01-01
275444,Limsoon,Leppanen,Engineer,Development,1993-01-21,9999-01-01
275495,Shen,Yamaashi,Staff,Sales,1995-02-19,9999-01-01
275801,Ayakannu,Heinisuo,Senior Staff,Sales,1986-06-28,9999-01-01
275881,Jiann,Munro,Senior Engineer,Production,1988-05-18,9999-01-01
275994,Uma,Prampolini,Engineer,Production,1991-02-21,9999-01-01
276027,Holgard,Stavenow,Senior Staff,Research,1986-02-28,9999-01-01
276184,Mari,Swick,Senior Staff,Sales,1991-04-08,9999-01-01
276186,Sajjad,Vecchi,Senior Staff,Human Resources,1993-06-02,9999-01-01
276189,Isaac,Klerer,Senior Staff,Human Resources,1995-03-19,9999-01-01
276445,Atilio,Randi,Engineer,Production,1988-07-02,9999-01-01
276472,Hideyuki,Flanders,Engineer,Development,1988-11-10,9999-01-01
276563,Gift,Solares,Senior Staff,Customer Service,1995-08-01,9999-01-01
276868,Alois,Sanella,Staff,Marketing,1998-03-13,9999-01-01
277316,Vitali,Rothenberg,Senior Staff,Sales,1989-10-04,9999-01-01
277362,Uzi,Kugler,Senior Staff,Customer Service,1991-01-12,9999-01-01
277420,Rayond,Schach,Engineer,Production,1995-04-22,9999-01-01
277777,Herbert,Itzigehl,Senior Engineer,Development,1990-07-04,9999-01-01
277829,Michaela,Fandrianto,Senior Engineer,Development,1986-06-02,9999-01-01
278239,Boaz,Bottner,Staff,Research,1994-02-06,9999-01-01
278386,Caolyn,Poujol,Technique Leader,Quality Management,1995-12-03,9999-01-01
278452,Sudhanshu,Toyoshima,Senior Staff,Human Resources,1987-08-29,9999-01-01
278536,Munenori,Shobatake,Senior Staff,Marketing,1992-01-10,9999-01-01
278549,Jaana,Werthner,Senior Staff,Sales,1989-07-27,9999-01-01
278953,Jeanna,Ghandeharizadeh,Senior Engineer,Development,1990-08-11,9999-01-01
279115,Maren,DuCasse,Engineer,Development,1997-11-29,9999-01-01
279280,Niranjan,Debuse,Engineer,Production,1992-09-21,9999-01-01
279791,Chiranjit,Lyonns,Assistant Engineer,Development,1986-12-24,9999-01-01
280070,Niteen,Ebeling,Senior Staff,Human Resources,1988-03-29,9999-01-01
280291,Lenore,Badache,Staff,Customer Service,1998-11-24,9999-01-01
280420,Jahangir,Hofting,Senior Staff,Sales,1986-09-28,9999-01-01
280525,Kish,Herbst,Staff,Sales,1996-08-18,9999-01-01
280648,Heeju,Lorys,Engineer,Production,1986-12-27,9999-01-01
281570,Zijian,Covnot,Assistant Engineer,Development,1994-09-13,9999-01-01
281692,Khosrow,Sommen,Senior Engineer,Quality Management,1990-03-03,9999-01-01
281848,Parke,Staylopatis,Engineer,Development,1993-07-31,9999-01-01
281859,Masanao,Papastamatiou,Engineer,Production,1985-11-25,9999-01-01
282191,Alper,Shinomoto,Engineer,Development,1997-10-20,9999-01-01
282333,Nahla,Serdy,Senior Staff,Research,1993-09-09,9999-01-01
282343,Xinglin,Haldar,Senior Staff,Sales,1988-07-20,9999-01-01
282547,Nahum,Codenie,Engineer,Development,1999-06-14,9999-01-01
282585,Zijian,Lammel,Staff,Customer Service,1996-07-01,9999-01-01
282894,Fay,Bellmore,Engineer,Development,1989-05-03,9999-01-01
284300,Ishfaq,Mahmud,Senior Staff,Marketing,1991-11-29,9999-01-01
284431,Pintsang,Fujisawa,Senior Staff,Sales,1996-04-16,9999-01-01
284561,Duri,Beznosov,Senior Engineer,Quality Management,1988-02-15,9999-01-01
284687,Oksana,Redmiles,Engineer,Development,1985-06-22,9999-01-01
284691,Theron,Ressouche,Engineer,Development,1988-08-17,9999-01-01
284711,Martijn,Azevdeo,Senior Engineer,Development,1988-02-10,9999-01-01
284717,Gal,Ranta,Engineer,Development,1992-11-07,9999-01-01
284856,Moto,Kobara,Engineer,Quality Management,1991-12-12,9999-01-01
284954,Anneke,Hammerschmidt,Engineer,Quality Management,1996-01-30,9999-01-01
285164,Xiaocheng,Kumaresan,Staff,Sales,1994-10-03,9999-01-01
285396,Lena,Kohling,Engineer,Development,1986-10-04,9999-01-01
285905,Kellyn,Bage,Senior Staff,Research,1994-11-04,9999-01-01
285906,Arnould,Buescher,Engineer,Development,1998-03-26,9999-01-01
286026,Utpal,Zaumen,Senior Staff,Sales,1991-02-25,9999-01-01
286029,Jaques,Nanard,Staff,Customer Service,1996-07-16,9999-01-01
286370,Toshimitsu,Seuren,Senior Staff,Human Resources,1995-01-19,9999-01-01
286452,Behnaam,Bierbaum,Engineer,Development,1999-01-31,9999-01-01
286573,Nahum,Nishimukai,Engineer,Production,1994-07-29,9999-01-01
286779,Sigeru,Versino,Engineer,Production,1998-08-31,9999-01-01
286986,Woody,Trelles,Senior Engineer,Development,1996-05-23,9999-01-01
287323,Steve,Dengi,Staff,Sales,1999-09-15,9999-01-01
287327,Youjian,Felder,Senior Staff,Human Resources,1993-07-15,9999-01-01
287334,Elliott,Speer,Engineer,Production,1998-08-08,9999-01-01
287482,Shigeaki,Gihr,Engineer,Quality Management,1994-03-18,9999-01-01
287583,Jovan,Hockney,Engineer,Production,1990-06-21,9999-01-01
287609,Sailaja,Negoita,Assistant Engineer,Development,1988-01-20,9999-01-01
287713,Aamod,Ranka,Senior Staff,Finance,1992-12-07,9999-01-01
287808,Vidar,Ozeki,Technique Leader,Development,1996-06-17,9999-01-01
287983,Randi,Munos,Senior Staff,Marketing,1990-09-07,9999-01-01
287984,Troy,Kobuchi,Engineer,Development,1991-02-12,9999-01-01
288028,Kauko,Narwekar,Engineer,Development,1985-12-16,9999-01-01
288142,Shay,Heystek,Senior Staff,Sales,1989-04-01,9999-01-01
288166,Masoud,Asmuth,Staff,Human Resources,1994-09-05,9999-01-01
288560,Yifei,Birjandi,Senior Staff,Marketing,1994-02-07,9999-01-01
288563,Cristinel,Gerlach,Engineer,Production,1996-01-09,9999-01-01
288606,Susumu,Swiss,Senior Staff,Sales,1991-11-15,9999-01-01
288665,Horward,Khasidashvili,Senior Engineer,Development,1998-11-19,9999-01-01
288893,Bedrich,Rosenbaum,Engineer,Development,1991-01-27,9999-01-01
289454,Bowen,Narwekar,Senior Engineer,Development,1985-03-08,9999-01-01
289687,Fai,Maccarone,Senior Staff,Research,1985-10-30,9999-01-01
289807,Soenke,Lemarechal,Senior Staff,Customer Service,1994-09-04,9999-01-01
289909,Hilari,Vecchio,Senior Staff,Sales,1993-04-24,9999-01-01
290009,Zijian,Rindone,Senior Staff,Human Resources,1989-07-09,9999-01-01
290075,Boalin,Byoun,Senior Staff,Human Resources,1990-10-01,9999-01-01
290284,Kwangjo,Menhardt,Engineer,Development,1996-01-11,9999-01-01
290441,Gregory,Collavizza,Senior Staff,Sales,1987-09-09,9999-01-01
290467,Shaowen,Poulakidas,Senior Staff,Research,1987-04-15,9999-01-01
290478,Tsvetan,Sherertz,Assistant Engineer,Quality Management,1989-08-07,9999-01-01
290563,Shigehiro,Oxenboll,Senior Engineer,Production,1986-02-26,9999-01-01
290769,Lalit,Blokdijk,Senior Engineer,Development,1999-02-01,9999-01-01
291352,Danai,Trelles,Technique Leader,Research,1997-08-26,9999-01-01
291612,Siamak,Gomatam,Engineer,Development,1998-07-08,9999-01-01
291669,Faiza,Bach,Engineer,Development,1999-09-13,9999-01-01
292110,Menkae,Showalter,Engineer,Development,1996-08-09,9999-01-01
292146,Khatoun,Pulkowski,Engineer,Development,2002-01-09,9999-01-01
292210,Masaru,Huhdanpaa,Engineer,Development,1996-11-23,9999-01-01
292404,Hongzue,Zultner,Senior Staff,Research,1990-02-22,9999-01-01
292504,Georgi,Bednarek,Engineer,Quality Management,1994-03-02,9999-01-01
292515,Bernd,Thummel,Assistant Engineer,Development,1989-08-03,9999-01-01
292828,Ziya,Tokunaga,Engineer,Production,1986-01-08,9999-01-01
293080,Hideyuki,Slaats,Senior Staff,Human Resources,1987-05-30,9999-01-01
293154,Syozo,Maliniak,Senior Staff,Marketing,1993-06-06,9999-01-01
293280,Moti,Steenbeek,Engineer,Development,1987-01-22,9999-01-01
293329,Fumiya,Griswold,Engineer,Development,1986-06-12,9999-01-01
293746,Sanjay,Litecky,Engineer,Development,1995-08-27,9999-01-01
293752,Jungsoon,Bail,Senior Staff,Sales,1986-02-18,9999-01-01
294144,Takanari,Ermel,Senior Staff,Sales,1992-01-11,9999-01-01
294241,Marl,Fiebach,Senior Staff,Finance,1994-07-26,9999-01-01
294446,Claudi,Ruemmler,Staff,Finance,1999-08-13,9999-01-01
294461,Siddarth,Rosiles,Senior Engineer,Development,1985-11-18,9999-01-01
294527,Ashish,Candan,Senior Staff,Marketing,1992-02-02,9999-01-01
294652,Hironobu,Brodie,Engineer,Research,1998-12-21,9999-01-01
294791,Vesna,Lammel,Assistant Engineer,Development,1999-10-08,9999-01-01
294857,Caolyn,Ozeri,Engineer,Development,1986-07-29,9999-01-01
295030,Fun,Keirsey,Senior Staff,Customer Service,1985-07-09,9999-01-01
295236,Kauko,Fujisawa,Engineer,Development,1987-09-13,9999-01-01
295254,Xuejun,Pfau,Senior Staff,Human Resources,1985-07-24,9999-01-01
295255,Jacopo,Bellone,Technique Leader,Production,1988-03-13,9999-01-01
295262,Moon,Pews,Assistant Engineer,Production,1994-08-06,9999-01-01
295268,Eben,Calkin,Senior Staff,Human Resources,1996-12-19,9999-01-01
295278,Val,Barvinok,Assistant Engineer,Development,1990-01-02,9999-01-01
295411,Chiranjit,Serot,Staff,Sales,1997-04-04,9999-01-01
295857,Kankanahalli,Ciolek,Senior Staff,Human Resources,1989-12-26,9999-01-01
296062,Shaz,Driscoll,Staff,Research,1998-10-03,9999-01-01
296303,Mariangiola,Heyers,Technique Leader,Development,1992-08-04,9999-01-01
296428,Charmane,Simmen,Senior Staff,Sales,1989-03-07,9999-01-01
296664,Dipayan,Geffroy,Senior Engineer,Production,1987-09-17,9999-01-01
296687,Palash,Spieker,Senior Staff,Research,1991-05-11,9999-01-01
296718,Kamakshi,Bahl,Senior Engineer,Production,1987-12-22,9999-01-01
297232,Lokesh,Saoudi,Senior Staff,Sales,1999-05-25,9999-01-01
297431,Cathie,Ratnakar,Senior Staff,Marketing,1996-06-23,9999-01-01
297474,Irena,Terkki,Staff,Research,1998-03-11,9999-01-01
297905,Marc,Bahl,Assistant Engineer,Development,1997-06-18,9999-01-01
297954,Sailaja,Fujisaki,Assistant Engineer,Production,1995-07-24,9999-01-01
298339,King,Benzmuller,Engineer,Development,1986-09-04,9999-01-01
298577,Florina,Litecky,Senior Staff,Finance,1985-12-02,9999-01-01
298953,Zita,Syang,Staff,Finance,1998-12-29,9999-01-01
299346,Fumitake,Sichman,Senior Staff,Human Resources,1991-02-21,9999-01-01
299580,Luisa,Itzfeldt,Engineer,Quality Management,1997-01-23,9999-01-01
299718,Denny,Shobatake,Senior Staff,Research,1997-06-22,9999-01-01
299737,Patricio,Itzfeldt,Senior Staff,Sales,1985-05-21,9999-01-01
400046,Hilari,Christ,Senior Staff,Development,1996-10-07,9999-01-01
400358,Angus,Jullig,Engineer,Development,1989-04-13,9999-01-01
400683,Kamakshi,Manders,Staff,Sales,1995-08-05,9999-01-01
400780,Poornachandra,Asser,Engineer,Development,1993-11-07,9999-01-01
400796,Bodo,Halevi,Engineer,Development,1996-05-30,9999-01-01
401154,Danae,Kragelund,Senior Staff,Human Resources,1987-05-20,9999-01-01
401278,Oguz,Schurmann,Assistant Engineer,Production,1986-11-11,9999-01-01
401333,Martins,Shokrollahi,Engineer,Production,1986-11-04,9999-01-01
401420,Florian,Uhrig,Senior Staff,Customer Service,1987-01-31,9999-01-01
401574,Yannik,Falco,Technique Leader,Production,1988-01-15,9999-01-01
402025,Shigehito,Duclos,Engineer,Quality Management,1987-09-20,9999-01-01
402102,Kersti,Granlund,Engineer,Development,1995-03-19,9999-01-01
402664,Subhada,Janetzko,Senior Engineer,Production,1987-01-25,9999-01-01
402718,Jeanna,Rettelbach,Engineer,Development,1990-02-14,9999-01-01
402827,Weidon,Pollacia,Senior Staff,Human Resources,2002-03-24,9999-01-01
403010,Toshimitsu,Sluis,Senior Engineer,Development,1985-02-18,9999-01-01
403621,Deborah,Kaminger,Senior Staff,Marketing,1988-06-04,9999-01-01
403644,Krisda,Hainaut,Senior Staff,Human Resources,1995-07-08,9999-01-01
403954,Jeanna,Bratten,Engineer,Development,1990-07-26,9999-01-01
404018,Valery,Babb,Senior Engineer,Development,1998-10-19,9999-01-01
404236,Zengping,Kakkar,Engineer,Development,1988-07-22,9999-01-01
404462,Anestis,Setlzner,Engineer,Development,1985-07-13,9999-01-01
404573,Eberhardt,Spelt,Staff,Human Resources,1997-07-05,9999-01-01
404755,Manu,Junet,Senior Staff,Marketing,1991-04-20,9999-01-01
404788,Basem,Beausoleil,Engineer,Development,1998-03-16,9999-01-01
405015,Morris,Fargier,Senior Staff,Sales,1988-06-29,9999-01-01
405063,Yechezkel,Yurov,Senior Engineer,Production,2001-11-16,9999-01-01
406125,Georgi,Portugali,Technique Leader,Production,1987-09-27,9999-01-01
406239,Marek,Tomescu,Engineer,Development,1995-05-15,9999-01-01
406564,Parviz,Picco,Engineer,Development,1995-04-16,9999-01-01
406714,Malu,Ossenbruggen,Senior Staff,Research,1986-11-21,9999-01-01
406847,Alexius,Crouzet,Staff,Sales,1999-10-05,9999-01-01
407522,Tommaso,Raczkowsky,Staff,Finance,1996-08-29,9999-01-01
407837,Fei,Erez,Engineer,Quality Management,1988-04-02,9999-01-01
408019,Shridhar,Chleq,Assistant Engineer,Production,1986-03-22,9999-01-01
408114,Geoffrey,Ladret,Engineer,Development,1994-01-03,9999-01-01
408163,Irene,Sethi,Senior Engineer,Development,2000-08-12,9999-01-01
408417,Tsz,Daescu,Staff,Sales,1994-09-28,9999-01-01
408437,Uno,Solares,Senior Staff,Customer Service,1994-09-22,9999-01-01
408447,Mayuri,Werthner,Senior Staff,Sales,2001-02-20,9999-01-01
408654,Yongqiao,Cochrane,Senior Staff,Customer Service,1986-10-27,9999-01-01
408953,Jolita,Claffy,Senior Engineer,Development,1993-12-24,9999-01-01
409391,Willard,Verspoor,Engineer,Production,1999-02-28,9999-01-01
409798,Dekang,Tsunoo,Technique Leader,Production,1995-01-19,9999-01-01
409805,Frazer,Candan,Senior Engineer,Quality Management,1999-03-05,9999-01-01
409898,Divier,Ishibashi,Engineer,Development,1989-09-22,9999-01-01
410028,Xiadong,McClurg,Senior Staff,Human Resources,1985-09-17,9999-01-01
410372,Duri,Mitina,Engineer,Development,1990-03-04,9999-01-01
410433,Kazuhisa,Riesenhuber,Senior Engineer,Production,1992-10-06,9999-01-01
410616,Gudjon,Kalorkoti,Engineer,Development,1994-04-14,9999-01-01
410804,Ronnie,Denos,Engineer,Production,1992-06-08,9999-01-01
410881,Koichi,Grabner,Senior Engineer,Quality Management,2000-04-05,9999-01-01
411070,Otmar,Brandsma,Engineer,Development,1987-05-28,9999-01-01
411082,Martine,Cangellaris,Engineer,Production,1992-04-28,9999-01-01
411143,Goncalo,Barbanera,Senior Staff,Marketing,1996-09-01,9999-01-01
412404,Mitsuyuki,Jeansoulin,Senior Engineer,Production,1999-10-28,9999-01-01
412757,Leen,Peak,Engineer,Development,1999-11-20,9999-01-01
413098,Hsiangchu,Taubenfeld,Senior Staff,Research,1993-04-17,9999-01-01
413205,Mototsugu,Prampolini,Senior Staff,Sales,1988-06-12,9999-01-01
413666,Remco,Duclos,Senior Staff,Finance,1988-04-18,9999-01-01
413729,Harjit,Ernst,Technique Leader,Development,1992-04-26,9999-01-01
413831,Mohamadou,Grabner,Senior Staff,Customer Service,1991-11-25,9999-01-01
413832,Marco,Jahnichen,Senior Staff,Human Resources,1995-03-28,9999-01-01
414027,Tadanori,Msuda,Engineer,Customer Service,1993-02-20,9999-01-01
414091,Wuxu,Kuhnemann,Engineer,Development,1997-08-19,9999-01-01
414543,Bernd,Anick,Senior Engineer,Production,1988-11-19,9999-01-01
414551,Elliott,Copas,Engineer,Development,1994-09-13,9999-01-01
414662,Ipke,Schneeberger,Engineer,Development,1985-09-20,9999-01-01
414714,Chinho,Delgrande,Senior Staff,Research,1996-11-07,9999-01-01
414814,Dayanand,Wielonsky,Staff,Development,1999-02-28,9999-01-01
414897,Juyoung,Willoner,Senior Staff,Sales,1989-11-03,9999-01-01
415187,Juyoung,Peltason,Assistant Engineer,Production,1998-09-01,9999-01-01
415338,Shigeo,Emmart,Assistant Engineer,Production,1995-12-24,9999-01-01
415363,Conal,Shackell,Senior Staff,Marketing,1995-02-23,9999-01-01
